"","A","B"
"EV_absent",0.578527207326038,0.602143311605955
"EV_present",0.421472792673962,0.397856688394045
"SD_absent",0.00732270850283523,0.0127045179581723
"SD_present",0.00732270850283523,0.0127045179581723
"post.theta_absent",2630.13542507337,893.135425073374
"post.theta_present",1916.12513409704,590.125134097041
"opt.theta_absent",0.135425073373683,NA
"opt.theta_present",0.125134097041451,NA
"max.spread_absent",1.61050443522821,NA
"max.spread_present",1.6105044352282,NA
