"","A","B"
"EV_absent",0.727356979082827,0.722074510872103
"EV_present",0.272643020917173,0.277925489127897
"SD_absent",0.00848845989570166,0.00782293065289601
"SD_present",0.00848845989570166,0.00782293065289601
"post.theta_absent",2001.12389258934,2367.12389258934
"post.theta_present",750.102740463237,911.102740463237
"opt.theta_absent",0.123892589344439,NA
"opt.theta_present",0.102740463237136,NA
"max.spread_absent",0.457614424787138,NA
"max.spread_present",0.457614424787138,NA
