"","A","B"
"EV",0.23977186655293536,0.23962920852557698
"STD",0.001156043632418503,0.0011492086764543182
"Q.05",0.2378725148217768,0.237741075748151
"Q.95",0.24167555705491672,0.2415216330192157
"theta0",102004.42420273717,102004.42420273717
"theta1",32159.086993320998,32159.086993320998
