"","A","B"
"EV",0.2755107199220447,0.27550092531776194
"STD",0.0016980551311580761,0.001717892175836373
"Q.05",0.2727213569808731,0.2726790203142538
"Q.95",0.2783074574817397,0.2783303787494281
"theta0",47392.49953922298,47392.49953922298
"theta1",18022.126577848834,18022.126577848834
