"","AA","AB","BA","BB"
"EV_absent",0.771053291899636,0.752595088629335,0.72255072645531,0.758099275512539
"EV_present",0.228946708100363,0.247404911370665,0.27744927354469,0.241900724487461
"SD_absent",0.00736820013696558,0.00942608909632935,0.0194194523235794,0.023481513814728
"SD_present",0.00736820013696558,0.00942608909632935,0.0194194523235794,0.023481513814728
"post.theta_absent",2506.37923027681,1576.37923027681,383.379230276814,251.379230276814
"post.theta_present",744.212209520909,518.212209520909,147.212209520909,80.2122095209095
"opt.theta_absent",33.3792302768135,NA,NA,NA
"opt.theta_present",11.2122095209095,NA,NA,NA
"max.spread_absent",2.33518810947555,NA,NA,NA
"max.spread_present",2.33518810947555,NA,NA,NA
