"","AA","AB","BA","BB"
"EV_absent",0.606048009211304,0.560273670780142,0.572830031511794,0.600404846772487
"EV_present",0.393951990788697,0.439726329219857,0.427169968488206,0.399595153227513
"SD_absent",0.0122768175483316,0.0220855757113383,0.00870914021896209,0.0160955776428226
"SD_present",0.0122768175483316,0.0220855757113383,0.00870914021896209,0.0160955776428226
"post.theta_absent",959.426051168134,282.426051168134,1847.42605116813,555.426051168134
"post.theta_present",623.659837384999,221.659837384999,1377.659837385,369.659837384999
"opt.theta_absent",30.4260511681337,NA,NA,NA
"opt.theta_present",21.6598373849994,NA,NA,NA
"max.spread_absent",2.20684884762002,NA,NA,NA
"max.spread_present",2.20684884762001,NA,NA,NA
