"","AA","AB","BA","BB"
"EV_absent",0.568881558074524,0.607229176326817,0.560485057309389,0.58429725716849
"EV_present",0.431118441925477,0.392770823673183,0.439514942690611,0.41570274283151
"SD_absent",0.0158217333644708,0.011364312854927,0.0144380347747314,0.0103402053916601
"SD_present",0.0158217333644708,0.011364312854927,0.0144380347747314,0.0103402053916601
"post.theta_absent",556.786486922975,1120.78648692298,661.786486922975,1326.78648692298
"post.theta_present",421.952371843187,724.952371843187,518.952371843187,943.952371843187
"opt.theta_absent",35.7864869229751,NA,NA,NA
"opt.theta_present",25.9523718431867,NA,NA,NA
"max.spread_absent",2.54403390367588,NA,NA,NA
"max.spread_present",2.54403390367588,NA,NA,NA
