"","AA","AB","BA","BB"
"EV_absent",0.58439277123528,0.625604934401724,0.581784437279854,0.571177639036747
"EV_present",0.41560722876472,0.374395065598276,0.418215562720146,0.428822360963253
"SD_absent",0.0160477346613894,0.0169307411470155,0.0099108033422656,0.011077264402959
"SD_present",0.0160477346613894,0.0169307411470155,0.0099108033422656,0.011077264402959
"post.theta_absent",550.559872930015,510.559872930015,1440.55987293001,1139.55987293001
"post.theta_present",391.54601891093,305.54601891093,1035.54601891093,855.54601891093
"opt.theta_absent",29.5598729300148,NA,NA,NA
"opt.theta_present",20.54601891093,NA,NA,NA
"max.spread_absent",2.6900867717333,NA,NA,NA
"max.spread_present",2.69008677173329,NA,NA,NA
