"","AA","AB","BA","BB"
"EV_absent",0.784641183008028,0.736138452011118,0.76813990554624,0.740299376906731
"EV_present",0.215358816991972,0.263861547988882,0.23186009445376,0.259700623093269
"SD_absent",0.0124117148868557,0.0172481227618942,0.00799988509739382,0.0106978732554771
"SD_present",0.0124117148868557,0.0172481227618942,0.00799988509739382,0.0106978732554771
"post.theta_absent",859.894491118541,479.894491118541,2136.89449111854,1242.89449111854
"post.theta_present",236.01343436406,172.01343436406,645.01343436406,436.01343436406
"opt.theta_absent",33.8944911185412,NA,NA,NA
"opt.theta_present",11.0134343640596,NA,NA,NA
"max.spread_absent",2.70610814831286,NA,NA,NA
"max.spread_present",2.70610814831285,NA,NA,NA
