"","AA","AB","BA","BB"
"EV_absent",0.778430302717874,0.766595176976419,0.728290395960858,0.741746002585273
"EV_present",0.221569697282126,0.233404823023581,0.271709604039142,0.258253997414727
"SD_absent",0.0112363076761216,0.00783853184967439,0.0175414361728789,0.0121571475500713
"SD_present",0.0112363076761217,0.00783853184967439,0.0175414361728789,0.0121571475500713
"post.theta_absent",1062.63609127231,2231.63609127231,467.636091272313,960.636091272313
"post.theta_present",302.465045672305,679.465045672305,174.465045672305,334.465045672305
"opt.theta_absent",34.6360912723125,NA,NA,NA
"opt.theta_present",11.4650456723053,NA,NA,NA
"max.spread_absent",2.40691291044268,NA,NA,NA
"max.spread_present",2.40691291044268,NA,NA,NA
