"","AA","AB","BA","BB"
"EV_absent",0.579638617820648,0.594574276291486,0.604638384207066,0.567661648164876
"EV_present",0.420361382179352,0.405425723708513,0.395361615792934,0.432338351835124
"SD_absent",0.015952419160542,0.0118713596290805,0.0134497987680882,0.0102117917572312
"SD_present",0.015952419160542,0.0118713596290805,0.0134497987680882,0.0102117917572312
"post.theta_absent",554.409304298229,1016.40930429823,798.409304298229,1335.40930429823
"post.theta_present",402.064759460191,693.064759460191,522.064759460191,1017.06475946019
"opt.theta_absent",45.4093042982289,NA,NA,NA
"opt.theta_present",32.0647594601909,NA,NA,NA
"max.spread_absent",2.18962999064467,NA,NA,NA
"max.spread_present",2.18962999064467,NA,NA,NA
