"","AA","AB","BA","BB"
"EV_absent",0.570949873405486,0.574858982071736,0.617247793397241,0.593886015144518
"EV_present",0.429050126594514,0.425141017928264,0.382752206602759,0.406113984855482
"SD_absent",0.0129390380023501,0.00996290508094314,0.0159884716675813,0.0130317163835007
"SD_present",0.0129390380023501,0.00996290508094314,0.0159884716675813,0.0130317163835007
"post.theta_absent",834.839723575348,1414.83972357535,569.839723575348,842.839723575348
"post.theta_present",627.35470445012,1046.35470445012,353.35470445012,576.35470445012
"opt.theta_absent",34.8397235753476,NA,NA,NA
"opt.theta_present",24.3547044501195,NA,NA,NA
"max.spread_absent",2.25094905550456,NA,NA,NA
"max.spread_present",2.25094905550456,NA,NA,NA
