"","AA","AB","BA","BB"
"EV_absent",0.78514473439877,0.739355910993539,0.761061255018028,0.736793507683583
"EV_present",0.21485526560123,0.260644089006461,0.238938744981972,0.263206492316417
"SD_absent",0.0100740090692333,0.0216475352508309,0.00834348348322249,0.0112796591925933
"SD_present",0.0100740090692333,0.0216475352508309,0.00834348348322249,0.0112796591925933
"post.theta_absent",1304.30578550319,303.30578550319,1987.30578550319,1122.30578550319
"post.theta_present",356.923957700744,106.923957700744,623.923957700744,400.923957700744
"opt.theta_absent",33.3057855031904,NA,NA,NA
"opt.theta_present",10.923957700744,NA,NA,NA
"max.spread_absent",3.19711951916817,NA,NA,NA
"max.spread_present",3.19711951916817,NA,NA,NA
