"","AA","AB","BA","BB"
"EV_absent",0.739965483270467,0.730467480436767,0.697977535088686,0.721796502200883
"EV_present",0.260034516729533,0.269532519563233,0.302022464911314,0.278203497799117
"SD_absent",0.0114602832899286,0.00984084175292087,0.0133543529776619,0.0111298878154358
"SD_present",0.0114602832899286,0.00984084175292087,0.0133543529776619,0.0111298878154358
"post.theta_absent",1083.34473930605,1484.34473930605,824.344739306047,1169.34473930605
"post.theta_present",380.70292750934,547.70292750934,356.70292750934,450.70292750934
"opt.theta_absent",48.3447393060474,NA,NA,NA
"opt.theta_present",18.7029275093398,NA,NA,NA
"max.spread_absent",2.38599918852191,NA,NA,NA
"max.spread_present",2.38599918852191,NA,NA,NA
