"","AA","AB","BA","BB"
"EV_absent",0.794092285307065,0.763117316795307,0.727284993636263,0.744383954018354
"EV_present",0.205907714692935,0.236882683204693,0.272715006363737,0.255616045981646
"SD_absent",0.0115890749604539,0.00827260494693657,0.0164559160738159,0.0109759362402165
"SD_present",0.0115890749604539,0.00827260494693657,0.0164559160738159,0.0109759362402165
"post.theta_absent",965.962246279562,2014.96224627956,531.962246279562,1174.96224627956
"post.theta_present",250.473505776684,625.473505776684,199.473505776684,403.473505776684
"opt.theta_absent",25.962246279562,NA,NA,NA
"opt.theta_present",8.47350577668379,NA,NA,NA
"max.spread_absent",3.31925555122327,NA,NA,NA
"max.spread_present",3.31925555122327,NA,NA,NA
