"","AA","AB","BA","BB"
"EV_absent",0.743247841543014,0.750020410309636,0.717862262774123,0.70730888021492
"EV_present",0.256752158456986,0.249979589690364,0.282137737225877,0.29269111978508
"SD_absent",0.0121416910800985,0.0152949221535692,0.0088150631634169,0.0115477879130722
"SD_present",0.0121416910800985,0.0152949221535692,0.0088150631634169,0.0115477879130722
"post.theta_absent",961.363052591038,600.363052591038,1870.36305259104,1097.36305259104
"post.theta_present",332.099233952853,200.099233952853,735.099233952853,454.099233952853
"opt.theta_absent",40.3630525910383,NA,NA,NA
"opt.theta_present",15.0992339528528,NA,NA,NA
"max.spread_absent",2.22865535582215,NA,NA,NA
"max.spread_present",2.22865535582215,NA,NA,NA
