"","AA","AB","BA","BB"
"EV_absent",0.736323062335882,0.724786076086494,0.696024405329973,0.710864297212856
"EV_present",0.263676937664119,0.275213923913506,0.303975594670027,0.289135702787143
"SD_absent",0.0081794191546479,0.0106369088246883,0.0144449210388845,0.0184167155076463
"SD_present",0.0081794191546479,0.0106369088246883,0.0144449210388845,0.0184167155076463
"post.theta_absent",2136.06441083873,1277.06441083873,705.064410838732,430.064410838732
"post.theta_present",764.923647395337,484.923647395337,307.923647395337,174.923647395337
"opt.theta_absent",45.0644108387318,NA,NA,NA
"opt.theta_present",17.9236473953367,NA,NA,NA
"max.spread_absent",2.42763592407825,NA,NA,NA
"max.spread_present",2.42763592407824,NA,NA,NA
