"","AA","AB","BA","BB"
"EV_absent",0.739887068092148,0.749608830459812,0.728473159555721,0.705564897943345
"EV_present",0.260112931907852,0.250391169540189,0.271526840444279,0.294435102056655
"SD_absent",0.0153467915854632,0.0120710952150532,0.0113548605116705,0.00888064506188101
"SD_present",0.0153467915854632,0.0120710952150532,0.0113548605116705,0.00888064506188101
"post.theta_absent",603.845473749343,964.845473749343,1116.84547374934,1857.84547374934
"post.theta_present",212.286473665824,322.286473665824,416.286473665824,775.286473665824
"opt.theta_absent",43.8454737493425,NA,NA,NA
"opt.theta_present",16.286473665824,NA,NA,NA
"max.spread_absent",2.93902486685505,NA,NA,NA
"max.spread_present",2.93902486685505,NA,NA,NA
