"","AA","AB","BA","BB"
"EV_absent",0.781234157818469,0.765720337963808,0.723726131476634,0.742963248050879
"EV_present",0.218765842181531,0.234279662036192,0.276273868523366,0.257036751949121
"SD_absent",0.0115082069828525,0.00776340376460716,0.0185596561716462,0.0119048225149682
"SD_present",0.0115082069828525,0.00776340376460716,0.0185596561716462,0.0119048225149682
"post.theta_absent",1007.3721941698,2278.3721941698,419.372194169803,1000.3721941698
"post.theta_present",282.090362079408,697.090362079408,160.090362079408,346.090362079408
"opt.theta_absent",30.3721941698028,NA,NA,NA
"opt.theta_present",10.0903620794078,NA,NA,NA
"max.spread_absent",2.63338861865901,NA,NA,NA
"max.spread_present",2.63338861865902,NA,NA,NA
