"","AA","AB","BA","BB"
"EV_absent",0.588335378032987,0.591578142233529,0.58669116356256,0.544222348455349
"EV_present",0.411664621967013,0.408421857766471,0.41330883643744,0.455777651544651
"SD_absent",0.00933055636375398,0.0120355407500655,0.0147405819452814,0.0190573221992541
"SD_present",0.00933055636375398,0.0120355407500655,0.0147405819452814,0.0190573221992541
"post.theta_absent",1636.1467536391,986.146753639097,654.146753639097,371.146753639097
"post.theta_present",1144.82956485005,680.82956485005,460.82956485005,310.82956485005
"opt.theta_absent",31.1467536390967,NA,NA,NA
"opt.theta_present",22.8295648500502,NA,NA,NA
"max.spread_absent",2.10099962429238,NA,NA,NA
"max.spread_present",2.10099962429238,NA,NA,NA
