"","AA","AB","BA","BB"
"EV",0.412725463191594,0.415186746778967,0.414368725668643,0.419797680285825
"STD",0.0065164119940543,0.00563229758043243,0.00689051833123685,0.00641862285813477
"Q.05",0.402024198984887,0.405934971557582,0.403053756299726,0.409255305285051
"Q.95",0.423461506661826,0.424463725611588,0.42572180660461,0.430370913117841
"theta0",2681.58659872051,2681.58659872051,2681.58659872051,2681.58659872051
"theta1",1906.43182052681,1906.43182052681,1906.43182052681,1906.43182052681
