"","0","1"
"EV_0",0.400994582682775,0.41224162850669
"EV_A",0.105124662671295,0.0967413382552667
"EV_B",0.182568808210449,0.184075384941214
"EV_C",0.0662658556278956,0.0620124205410457
"EV_AB",0.0697894911354128,0.0788006443626201
"EV_AC",0.0113558658003515,0.017205972774251
"EV_BC",0.0757623742750486,0.0587406773378387
"EV_ABC",0.0881383595967728,0.0901819332810739
"SD_0",0.00674337764249869,0.0166770052097325
"SD_A",0.00422013584593894,0.0100150896905205
"SD_B",0.00531534853385056,0.013130026615107
"SD_C",0.00342254667074082,0.00817110169665865
"SD_AB",0.00350573020559409,0.00912818487317339
"SD_AC",0.00145788402345415,0.00440568659799442
"SD_BC",0.00364092274899417,0.00796648697637051
"SD_ABC",0.00390067537663878,0.00970464780922555
"post.theta_0",2117.72991384542,358.729913845416
"post.theta_A",555.183666902623,84.183666902623
"post.theta_B",964.181171465443,160.181171465443
"post.theta_C",349.96279448686,53.96279448686
"post.theta_AB",368.571794812583,68.5717948125833
"post.theta_AC",59.9725226763058,14.9725226763058
"post.theta_BC",400.115745386888,51.1157453868885
"post.theta_ABC",465.475716471239,78.4757164712386
"opt.theta_0",24.7299138454155,NA
"opt.theta_A",6.18366690262298,NA
"opt.theta_B",11.1811714654427,NA
"opt.theta_C",3.96279448685999,NA
"opt.theta_AB",4.57179481258333,NA
"opt.theta_AC",0.972522676305792,NA
"opt.theta_BC",4.11574538688846,NA
"opt.theta_ABC",5.47571647123856,NA
"max.spread_0",0.480224678429779,NA
"max.spread_A",0.588914056511214,NA
"max.spread_B",0.0816777494953959,NA
"max.spread_C",0.36687632331599,NA
"max.spread_AB",0.713251052506393,NA
"max.spread_AC",0.997703848317307,NA
"max.spread_BC",1.46645094297084,NA
"max.spread_ABC",0.150203979455947,NA
