"","u0","u1"
"1",1.06790145129586,1.10717178586975
"2",3.01585908203075,1.41708965238804
"3",2.70356258438929,1.47266631628978
"4",2.59642415951035,2.00378945967773
"5",2.91389313067001,1.6345264059873
"6",3.09123829483254,1.8843368440281
"7",3.20468387998749,2.42973626259448
"8",3.49511868996917,2.5619622870698
"9",3.76502192138134,2.92874711771222
"10",3.85232889653094,2.86376972144985
"11",3.9211037330075,2.89922786338771
"12",4.4172977387185,3.12401211253373
"13",4.19296243390275,3.1360318793698
"14",4.15875328967031,3.10710265900795
"15",4.12083254185078,3.37450142500866
"16",4.03396934881907,2.8135974048304
"17",3.61133981891361,2.92282022497859
"18",3.62846168416806,2.61783249754701
"19",3.60191915353608,2.8442280431467
"20",3.87752848264447,2.85051924192373
"21",3.74506465403969,2.82952356903652
"22",3.63131776529054,2.66695881618025
"23",3.54223964277344,2.69527312575073
"24",3.65799684503896,2.58904581122322
"25",3.40427920020034,2.76728102007171
"26",4.04470310646889,3.2012260886457
"27",3.98549133546499,2.85671604630427
"28",3.98326145072645,3.19718741831259
"29",4.00382869992082,3.09944210531635
"30",4.18824663826873,2.94350923718398
"31",3.90726503266269,3.00749097512548
"32",3.91429649458514,2.91992434689038
"33",3.91668693329664,2.77168342237866
"34",4.202864373427,3.08477194234302
"35",4.08402860229524,3.24719704435634
"36",4.34858444564822,3.23693088787796
"37",4.35927417085707,3.55584472635618
"38",4.1440636097679,3.13783135770831
"39",4.40338239498886,3.23032282309618
"40",4.27329000208499,3.23484665323556
"41",4.10181696649613,3.33719190044261
"42",4.19855313868761,3.41620519119128
"43",4.60148028684348,3.43052610950843
"44",4.25317497938649,3.37915226505808
"45",4.14395012534933,3.24525085266869
"46",4.26000531800801,3.2212938522139
"47",4.32568075352377,3.27041316941953
"48",4.38803853442366,3.23984564900342
"49",4.4261184865463,3.55007517682036
"50",4.40574598364575,3.64769856347886
"51",4.84376494447524,3.84576871823703
"52",4.67297592783171,3.75735478734892
"53",4.04601260228357,3.32446422090464
"54",4.20351017802794,3.30404593015731
"55",4.25361973965901,3.31289773849504
"56",4.09458192075963,3.23633453129524
"57",4.09903738498159,3.10877498700948
"58",4.22642576934527,3.18032679541037
"59",4.28462666871209,3.4764997492484
"60",4.32537250932538,3.37589792017806
"61",4.24388886605621,3.52786999112267
"62",4.55497582293347,3.62549022245493
"63",4.57102282362111,3.45881251137373
"64",4.37281054950372,3.47617896237096
"65",4.56833232628405,3.73129739249742
"66",4.73796638514597,3.83528851587942
"67",5.11768713116083,4.34189090767233
"68",4.88364806630931,3.94502914582544
"69",4.95776471622843,3.91676043803001
"70",4.87570990384338,3.87129769627944
"71",4.96503313696691,4.00316270093075
"72",4.98243884842744,3.96605873940492
"73",4.97129238567847,4.02083275717663
"74",5.05878493062297,3.87994435851549
"75",5.12119463873225,4.21038459989329
"76",5.15072581102972,4.07054980305118
"77",4.99531722289423,4.18353709085939
"78",5.29341826192886,4.46812100821269
"79",5.27856247992501,4.08590431013589
"80",5.1374050891424,4.16758264013618
"81",5.2029870953808,3.97524689626244
"82",5.08999971596459,4.01538834883196
"83",4.96908204308617,4.03744569447521
"84",4.94083830050563,4.04751490599693
"85",4.91953516528005,3.7908203716691
"86",4.64016087949114,3.72746617494369
"87",4.84913472429373,3.72270530213819
"88",4.71907789377437,3.73498948162985
"89",4.9712475199562,3.87585194355451
"90",4.97406412671087,4.01132846323156
"91",4.84968274620916,3.62505179488785
"92",4.78739528807254,3.88801712602912
"93",4.84220339792157,3.78358640536309
"94",4.70107946073486,3.61579772541874
"95",4.55365788053997,3.4174074802363
"96",4.36358686783052,3.40798141317918
"97",4.45583984608443,3.23273999848879
"98",4.13220711396307,3.15524084656044
"99",4.47610869905211,3.80607777181557
"100",4.91770076528387,3.85305234193723
"101",5.05133723919475,3.92610833862312
"102",4.88599515121235,3.95521824738347
"103",5.06935966775904,3.96914802381471
"104",5.14057045243934,3.93823481625658
"105",5.23734421393631,4.1529932156162
"106",5.28664210490543,4.2736327938756
"107",5.28333242869217,4.24486028819712
"108",5.08258928326528,4.20317461185862
"109",5.23022280485007,4.21196847340838
"110",5.46231566942866,4.25961795867328
"111",5.02607485211547,3.99078191163857
"112",5.02101688510318,4.01535820447747
"113",5.14478620028614,4.37926437378768
"114",5.17327604399553,4.18191037195447
"115",5.27646569797307,4.23101326662053
"116",5.36158547318085,4.40505327449118
"117",5.33156558425366,4.42145500473616
"118",5.43757968900502,4.42135616437608
"119",5.59426136213392,4.56245346829965
"120",5.47773284833845,4.47746432828276
"121",5.47537950932163,4.35040263323158
"122",5.19109731539852,4.14710435033837
"123",5.38698413928309,4.3095946685232
"124",5.33392350726029,4.4747259474591
"125",5.46036072052236,4.34923858107496
"126",5.57647626254157,4.536508483912
"127",5.57245471538421,4.60507022604842
"128",5.64844806515989,4.44357271484595
"129",5.40776306851547,4.52244978789835
"130",5.44491771207902,4.44174701856113
"131",5.48945971059198,4.52681349443606
"132",5.55634190127679,4.65141666861624
"133",5.6834015891371,4.67078329075258
"134",5.7383735474434,4.79485201141942
"135",5.76746585301611,4.65000036154087
"136",5.43073590862002,4.60927235277585
"137",5.27578632923212,4.31185434072494
"138",4.81963698955622,4.15624710035888
"139",5.34104262477976,4.60805010891897
"140",5.25827005673181,4.33524861259155
"141",5.01158855978381,4.14060469493089
"142",4.95027699544552,4.01009710023793
"143",5.00350507612301,4.10507187197264
"144",4.98651674568053,4.07443567114444
"145",4.7840053083836,3.92723039176897
"146",4.63900736118431,3.61005776148635
"147",4.83448433298382,3.90497939916945
"148",4.84943879702824,3.87222090729666
"149",4.92469356613424,3.82617408496481
"150",4.79222254417095,3.84513162093391
"151",5.00646393782225,3.99147262055887
"152",5.06270126184643,4.195798608202
"153",4.72458869274272,3.89520640834164
"154",5.18541463706209,4.22869989392276
"155",5.17742885000937,4.16917702863472
"156",5.26691564778864,4.2042825420435
"157",5.1082815220526,3.9792717583991
"158",4.970234940056,4.07136130545901
"159",5.12883114488261,4.11515721679704
"160",5.16669042524347,4.14505340602288
"161",5.14113328355041,4.11156658271894
"162",5.15989407282261,4.11903880962112
"163",5.16594457309203,4.27974064523391
"164",5.1917686406253,4.10682681558829
"165",5.09979977691791,4.14216787888759
"166",5.05192091135017,4.08017489951195
"167",4.89130669837527,4.03336775800304
"168",4.96481502571072,4.00944083982197
"169",4.91037194972554,4.00623910035206
"170",5.10327151542209,4.32673344838795
"171",5.5038438955737,4.37227323909385
"172",5.55568240355081,4.62068624513132
"173",5.53457442210368,4.59316299345531
"174",5.61436439403111,4.53471569276602
"175",5.51291766993354,4.57059095055666
"176",5.48703813811485,4.44729456827101
"177",5.43877045189167,4.48831058866933
"178",5.35164613644645,4.49474575578428
"179",5.41524555762351,4.42917595939648
"180",5.44180098127769,4.57905803849857
"181",5.39738676741915,4.24227324788683
"182",5.51017680506418,4.50956967460948
"183",5.55769310968951,4.558121180977
"184",5.51262082931142,4.56507187427412
"185",5.60053515359149,4.50505645573139
"186",5.38323568849883,4.44332254305481
"187",5.41006907908432,4.43762461049308
"188",5.51310817794914,4.44499257670798
"189",5.11318441453665,4.34928240984822
"190",5.29908960611834,4.33455973196919
"191",5.29749995938802,4.40998886091778
"192",5.31303860101389,4.16767814368153
"193",5.0402731522313,4.30755600970382
"194",5.36402239496844,4.25621848422246
"195",5.43321015136341,4.42103009123356
"196",5.37697283829619,4.35491909646753
