"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.43277048656859,0.981678576337619,0.0142051291788651,2051.8635759722,4.14899052211143,6.55650923241017,7.99825419067969
"u1",5.46226990368863,0.979792576722961,0.014185544831697,2035.65063797666,3.18489780949337,5.5851379208026,7.02991785694549
"Deviance",7101.37976680563,2.00146796977132,0.0203812832171155,5155.27637259406,7098.91796557512,7100.90717727672,7106.50974310485
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3550.72384159504,NA,NA,NA,NA,NA,NA
"u0",6.43277048656859,0.981678576337619,0.0142051291788651,2051.8635759722,4.14899052211143,6.55650923241017,7.99825419067969
"u1",5.46226990368863,0.979792576722961,0.014185544831697,2035.65063797666,3.18489780949337,5.5851379208026,7.02991785694549
"Deviance",7101.37976680563,2.00146796977132,0.0203812832171155,5155.27637259406,7098.91796557512,7100.90717727672,7106.50974310485
"",1,0,0,2.22044604925031e-16,1,1,1
