"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.49924565764539,0.982752016018604,0.0141083249109808,2276.36686131857,4.23255058399802,6.62098754856986,8.0672385753929
"u1",5.34627884162919,0.979989882006894,0.0140761331692628,2303.71151135061,3.08820875020971,5.46702098049193,6.91426142247018
"Deviance",6644.26686738586,2.03255267068139,0.0208526945109414,5343.71621619063,6641.68109226295,6643.81534146355,6649.41250610636
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3322.20925884243,NA,NA,NA,NA,NA,NA
"u0",6.49924565764539,0.982752016018604,0.0141083249109808,2276.36686131857,4.23255058399802,6.62098754856986,8.0672385753929
"u1",5.34627884162919,0.979989882006894,0.0140761331692628,2303.71151135061,3.08820875020971,5.46702098049193,6.91426142247018
"Deviance",6644.26686738586,2.03255267068139,0.0208526945109414,5343.71621619063,6641.68109226295,6643.81534146355,6649.41250610636
"",1,0,0,2.22044604925031e-16,1,1,1
