"","A","B"
"EV_absent",0.764535455835032,0.753459944902301
"EV_present",0.235464544164968,0.246540055097699
"SD_absent",0.0069673245407122,0.0088842835370915
"SD_present",0.0069673245407122,0.0088842835370915
"post.theta_absent",2834.46811580499,1772.46811580499
"post.theta_present",872.970295549208,579.970295549208
"opt.theta_absent",11.4681158049902,NA
"opt.theta_present",3.97029554920769,NA
"max.spread_absent",0.980963354766193,NA
"max.spread_present",0.980963354766196,NA
