"","A","B"
"EV_absent",0.592294269063424,0.571712066540779
"EV_present",0.407705730936576,0.428287933459221
"SD_absent",0.00806828989815592,0.0101977072048498
"SD_present",0.00806828989815592,0.0101977072048498
"post.theta_absent",2196.55356396436,1345.55356396436
"post.theta_present",1511.99753756445,1007.99753756445
"opt.theta_absent",9.55356396436282,NA
"opt.theta_present",6.99753756444807,NA
"max.spread_absent",1.58282244184553,NA
"max.spread_present",1.58282244184552,NA
