"","A","B"
"EV_absent",0.713438598665729,0.730395792041032
"EV_present",0.286561401334271,0.269604207958968
"SD_absent",0.00977794136417042,0.00708457434014446
"SD_present",0.00977794136417043,0.00708457434014446
"post.theta_absent",1524.87025852601,2864.87025852601
"post.theta_present",612.48292278184,1057.48292278184
"opt.theta_absent",10.8702585260124,NA
"opt.theta_present",4.48292278184039,NA
"max.spread_absent",1.40435274442431,NA
"max.spread_present",1.40435274442432,NA
