"","A","B"
"EV_absent",0.585865513799758,0.583405482395764
"EV_present",0.414134486200242,0.416594517604236
"SD_absent",0.010386765930039,0.00797652131034746
"SD_present",0.010386765930039,0.00797652131034746
"post.theta_absent",1316.99286877392,2227.99286877392
"post.theta_present",930.951135016771,1590.95113501677
"opt.theta_absent",10.9928687739159,NA
"opt.theta_present",7.95113501677125,NA
"max.spread_absent",0.187843504738547,NA
"max.spread_present",0.187843504738543,NA
