"","A","B"
"EV_absent",0.72511437672718,0.720910951428115
"EV_present",0.27488562327282,0.279089048571885
"SD_absent",0.00627643127882171,0.0141646538477665
"SD_present",0.0062764312788217,0.0141646538477665
"post.theta_absent",3668.20553031951,722.205530319514
"post.theta_present",1390.59022391176,279.59022391176
"opt.theta_absent",11.2055303195143,NA
"opt.theta_present",4.59022391175982,NA
"max.spread_absent",0.271312409995721,NA
"max.spread_present",0.271312409995724,NA
