"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",1.70690905804029,3.5182956581346,2.02649823309557,1.82760631970164,0.0991205749056198,-2.0818780842403
"EV_y",0.0377800406337776,0.0723098974090796,0.0395399675484366,0.034529856775302,0.00175992691465904,-0.032769929860643
"SD_y",0.0221335990079946,0.0205525357830269,0.0195114739814194,0.0188934872915843,0.0177554147192427,0.0157405614232214
