"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-0.379197289660247,-3.08030168207097,-0.653485444697806,-1.70151847393924,-0.140185540878669,1.99014666935941
"EV_y",-0.00835904427064643,-0.0434395016618608,-0.0116245648772075,-0.0350804573912144,-0.0032655206065611,0.0318149367846533
"SD_y",0.0220440506790962,0.0141023529983126,0.0177885597476209,0.0206171475235285,0.0232942754730135,0.0159862271833934
