"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",1.13576192167495,-0.893535481163137,-2.66091381600553,-1.75633444201918,-3.3383046325679,-1.68545737903846
"EV_y",0.0149305820482605,-0.0139404092377647,-0.0493491781166609,-0.0288709912860253,-0.0642797601649214,-0.0354087688788961
"SD_y",0.0131458730595949,0.0156014053517138,0.0185459513268799,0.016438208233754,0.0192552110247278,0.0210084036056115
