"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-2.31893197912418,-3.19297080242825,-2.33695054342696,1.03347508075747,0.96607632289418,0.0043662614192385
"EV_y",-0.0742859224715826,-0.041820890632333,-0.0417478649624577,0.0324650318392496,0.0325380575091249,7.30256698752707e-05
"SD_y",0.032034541392473,0.0130977992659777,0.017864248381242,0.0314134636080969,0.033680628267182,0.0167249880077054
