"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",1.47562881337686,3.31087390723845,1.4459774420483,2.75725005965649,0.55169477097859,-2.02710904148981
"EV_y",0.0198717315147322,0.0928400986205027,0.0301945391019281,0.0729683671057706,0.0103228075871959,-0.0626455595185746
"SD_y",0.0134666193385431,0.0280409647789756,0.0208817497589424,0.0264641818939198,0.018711084697949,0.0309038923098747
