"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-2.43545807189442,-0.410997931194755,-0.0463463684920515,2.4616582520341,3.23475586593799,0.507677071968936
"EV_y",-0.0554559769498794,-0.00914000675092824,-0.000954811381351672,0.0463159701989511,0.0545011655685277,0.00818519536957657
"SD_y",0.0227702449858818,0.0222385711878369,0.0206016439349595,0.0188149472660064,0.0168486178949161,0.0161228383583126
