"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-1.67722838875961,-1.49388727870779,-3.72145429326929,0.484979636571523,-1.67070519271434,-2.50146807018843
"EV_y",-0.0283948073600686,-0.0203381418322582,-0.0594723571814749,0.00805666552781037,-0.0310775498214064,-0.0391342153492167
"SD_y",0.0169296009716768,0.0136142412631365,0.0159809452151644,0.0166123789954678,0.0186014564130945,0.0156444992505016
