"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-1.53173466488067,-3.79159568372026,-2.10768282195151,-2.30874273030014,-0.394183921166245,2.31287410804047
"EV_y",-0.0300263341641752,-0.0698248346205919,-0.0363206533419299,-0.0397985004564168,-0.00629431917775475,0.033504181278662
"SD_y",0.0196028299499994,0.0184156857547851,0.0172325043235397,0.0172381703401153,0.0159679754545345,0.0144859511212427
