"","00","01","10","11"
"EV_n",0.721824822742902,0.721115331366281,0.720305664746044,0.729067110994092
"EV_y",0.278175177257098,0.278884668633719,0.279694335253956,0.270932889005908
"SD_n",0.0156434117480479,0.0101514618938254,0.0135424421801005,0.00858430991219711
"SD_y",0.0156434117480479,0.0101514618938254,0.0135424421801005,0.0085843099121971
"post.theta_n",591.547235873537,1406.54723587354,790.547235873537,1953.54723587354
"post.theta_y",227.969102766196,543.969102766196,306.969102766196,725.969102766196
"opt.theta_n",93.5472358735369,NA,NA,NA
"opt.theta_y",35.969102766196,NA,NA,NA
"max.spread_n",0.598127500832733,NA,NA,NA
"max.spread_y",0.598127500832737,NA,NA,NA
