"","AA","AB","BA","BB"
"EV_absent",0.605546505081687,0.57727310474817,0.558135542791935,0.585578675236156
"EV_present",0.394453494918313,0.42272689525183,0.441864457208065,0.414421324763844
"SD_absent",0.0119671883000144,0.00915451855150649,0.0195561042198185,0.0151892078664312
"SD_present",0.0119671883000144,0.00915451855150649,0.0195561042198185,0.0151892078664312
"post.theta_absent",1009.36001010098,1680.36001010098,359.360010100976,615.360010100976
"post.theta_present",657.497946522547,1230.49794652255,284.497946522547,435.497946522547
"opt.theta_absent",35.3600101009763,NA,NA,NA
"opt.theta_present",25.4979465225466,NA,NA,NA
"max.spread_absent",2.06789484035463,NA,NA,NA
"max.spread_present",2.06789484035464,NA,NA,NA
