"","AA","AB","BA","BB"
"EV_absent",0.72557376911935,0.732468586963903,0.696349648653698,0.728158782130804
"EV_present",0.27442623088065,0.267531413036097,0.303650351346302,0.271841217869196
"SD_absent",0.0110607632894069,0.00915393108450119,0.0148367347882698,0.0119053154048407
"SD_present",0.0110607632894069,0.00915393108450119,0.0148367347882698,0.0119053154048407
"post.theta_absent",1180.18924416147,1712.18924416147,668.189244161474,1016.18924416147
"post.theta_present",446.37072036688,625.37072036688,291.37072036688,379.37072036688
"opt.theta_absent",52.1892441614743,NA,NA,NA
"opt.theta_present",20.3707203668801,NA,NA,NA
"max.spread_absent",2.07182506406597,NA,NA,NA
"max.spread_present",2.07182506406597,NA,NA,NA
