"","AA","AB","BA","BB"
"EV_absent",0.755834727108818,0.761137846613704,0.754208435550171,0.793214612282295
"EV_present",0.244165272891182,0.238862153386296,0.245791564449829,0.206785387717705
"SD_absent",0.00819102309267207,0.0125754513410344,0.0105212633008386,0.0154782825868425
"SD_present",0.00819102309267207,0.0125754513410344,0.0105212633008386,0.0154782825868425
"post.theta_absent",2078.27666477353,874.276664773526,1262.27666477353,542.276664773526
"post.theta_present",671.367655914475,274.367655914475,411.367655914475,141.367655914475
"opt.theta_absent",43.276664773526,NA,NA,NA
"opt.theta_present",13.3676559144754,NA,NA,NA
"max.spread_absent",2.1345299448861,NA,NA,NA
"max.spread_present",2.13452994488611,NA,NA,NA
