"","AA","AB","BA","BB"
"EV_absent",0.607474610617669,0.589313581493891,0.599930988260681,0.567091209024575
"EV_present",0.392525389382331,0.410686418506109,0.400069011739319,0.432908790975425
"SD_absent",0.0173246280467478,0.0108723007310875,0.0154580019876452,0.00998077847130362
"SD_present",0.0173246280467478,0.0108723007310875,0.0154580019876452,0.00998077847130362
"post.theta_absent",482.00237060504,1206.00237060504,602.00237060504,1397.00237060504
"post.theta_present",311.450330430398,840.450330430398,401.450330430398,1066.4503304304
"opt.theta_absent",41.0023706050403,NA,NA,NA
"opt.theta_present",28.4503304303977,NA,NA,NA
"max.spread_absent",2.01977944852294,NA,NA,NA
"max.spread_present",2.01977944852294,NA,NA,NA
