"","00","01","10","11"
"EV_n",0.758015707130125,0.764927378103885,0.773375753511224,0.73451102199761
"EV_y",0.241984292869875,0.235072621896115,0.226624246488776,0.26548897800239
"SD_n",0.00699546983496337,0.0107906750599066,0.0164934823450693,0.0252741064027676
"SD_y",0.00699546983496336,0.0107906750599066,0.0164934823450693,0.0252741064027676
"post.theta_n",2840.49435002539,1180.49435002539,497.494350025389,223.494350025389
"post.theta_y",906.782023414949,362.782023414949,145.782023414949,80.7820234149489
"opt.theta_n",39.4943500253893,NA,NA,NA
"opt.theta_y",12.7820234149489,NA,NA,NA
"max.spread_n",1.28777647128915,NA,NA,NA
"max.spread_y",1.28777647128916,NA,NA,NA
