"","00","01","10","11"
"EV_n",0.589012168675209,0.628123322020287,0.579880449550493,0.557187441240765
"EV_y",0.410987831324791,0.371876677979713,0.420119550449507,0.442812558759235
"SD_n",0.0100668172593914,0.0246719492082623,0.00923626438967159,0.0213017375799145
"SD_y",0.0100668172593914,0.0246719492082623,0.00923626438967159,0.0213017375799145
"post.theta_n",1406.40784579201,240.407845792006,1655.40784579201,302.407845792006
"post.theta_y",981.332035635676,142.332035635676,1199.33203563568,240.332035635676
"opt.theta_n",20.4078457920064,NA,NA,NA
"opt.theta_y",14.3320356356757,NA,NA,NA
"max.spread_n",2.17624512413361,NA,NA,NA
"max.spread_y",2.17624512413361,NA,NA,NA
