"","AA","AB","BA","BB"
"EV_absent",0.580196314963976,0.604316777461606,0.593539008177466,0.568338957061118
"EV_present",0.419803685036024,0.395683222538394,0.406460991822534,0.431661042938882
"SD_absent",0.0158775122817147,0.0134685060112416,0.0118391742886233,0.0102213864300803
"SD_present",0.0158775122817147,0.0134685060112416,0.0118391742886233,0.0102213864300803
"post.theta_absent",559.991626370034,795.991626370034,1020.99162637003,1333.99162637003
"post.theta_present",405.184490622028,521.184490622028,699.184490622028,1013.18449062203
"opt.theta_absent",46.9916263700341,NA,NA,NA
"opt.theta_present",33.1844906220283,NA,NA,NA
"max.spread_absent",2.12786926512443,NA,NA,NA
"max.spread_present",2.12786926512443,NA,NA,NA
