"","00","01","10","11"
"EV_n",0.755043243155388,0.754650703548423,0.752896506364469,0.775854755475285
"EV_y",0.244956756844612,0.245349296451577,0.247103493635531,0.224145244524715
"SD_n",0.0130322943907247,0.00798901267707716,0.0164564202164044,0.0100787289913026
"SD_y",0.0130322943907247,0.00798901267707716,0.0164564202164044,0.0100787289913026
"post.theta_n",821.471155516243,2188.47115551624,516.471155516243,1327.47115551624
"post.theta_y",266.50779530947,711.50779530947,169.50779530947,383.50779530947
"opt.theta_n",67.4711555162431,NA,NA,NA
"opt.theta_y",21.5077953094697,NA,NA,NA
"max.spread_n",1.64871051921255,NA,NA,NA
"max.spread_y",1.64871051921255,NA,NA,NA
