"","00","01","10","11"
"EV_n",0.597386968796409,0.577761432647414,0.561696488557872,0.605328722305118
"EV_y",0.402613031203591,0.422238567352586,0.438303511442128,0.394671277694882
"SD_n",0.0106082259020643,0.0138691067185429,0.0115884644464897,0.015046412328007
"SD_y",0.0106082259020643,0.0138691067185429,0.0115884644464897,0.015046412328007
"post.theta_n",1276.17593074153,732.175930741531,1029.17593074153,638.175930741531
"post.theta_y",860.087492132787,535.087492132787,803.087492132787,416.087492132787
"opt.theta_n",38.1759307415313,NA,NA,NA
"opt.theta_y",27.0874921327872,NA,NA,NA
"max.spread_n",2.29742944571331,NA,NA,NA
"max.spread_y",2.29742944571331,NA,NA,NA
