"","AA","AB","BA","BB"
"EV_absent",0.599092727830487,0.577276238038178,0.582465410765466,0.578220294545188
"EV_present",0.400907272169513,0.422723761961822,0.417534589234534,0.421779705454812
"SD_absent",0.0124087778597461,0.0133665802271048,0.0111940300654052,0.0122778341986538
"SD_present",0.0124087778597461,0.0133665802271048,0.0111940300654052,0.0122778341986538
"post.theta_absent",933.889512133078,787.889512133078,1129.88951213308,934.889512133078
"post.theta_present",624.950161175928,576.950161175928,809.950161175928,681.950161175928
"opt.theta_absent",65.8895121330785,NA,NA,NA
"opt.theta_present",46.9501611759279,NA,NA,NA
"max.spread_absent",1.1961772199836,NA,NA,NA
"max.spread_present",1.19617721998359,NA,NA,NA
