"","00","01","10","11"
"EV_n",0.757486391234105,0.771871917869623,0.751812789681802,0.771824644355145
"EV_y",0.242513608765895,0.228128082130378,0.248187210318198,0.228175355644855
"SD_n",0.0117769462543238,0.0149724991115814,0.00830006891572603,0.0104898311499622
"SD_y",0.0117769462543238,0.0149724991115814,0.00830006891572603,0.0104898311499622
"post.theta_n",1002.51845451216,605.518454512158,2035.51845451216,1234.51845451216
"post.theta_y",320.962027927724,178.962027927724,671.962027927724,364.962027927724
"opt.theta_n",73.518454512158,NA,NA,NA
"opt.theta_y",22.9620279277236,NA,NA,NA
"max.spread_n",1.49605840631863,NA,NA,NA
"max.spread_y",1.49605840631863,NA,NA,NA
