"","AA","AB","BA","BB"
"EV_absent",0.725396161047654,0.733463336100401,0.716269140888317,0.665314512781749
"EV_present",0.274603838952346,0.266536663899599,0.283730859111683,0.334685487218251
"SD_absent",0.00772631365429717,0.00995956731742873,0.0194564392867842,0.0267212254027581
"SD_present",0.00772631365429717,0.00995956731742874,0.0194564392867842,0.0267212254027581
"post.theta_absent",2419.81559052731,1444.81559052731,383.815590527307,206.815590527307
"post.theta_present",916.038278663957,525.038278663957,152.038278663957,104.038278663957
"opt.theta_absent",21.815590527307,NA,NA,NA
"opt.theta_present",9.03827866395665,NA,NA,NA
"max.spread_absent",2.38976486842893,NA,NA,NA
"max.spread_present",2.38976486842893,NA,NA,NA
