"","AA","AB","BA","BB"
"EV_absent",0.71496939810314,0.720079074365188,0.736793136347915,0.73836621017543
"EV_present",0.28503060189686,0.279920925634812,0.263206863652085,0.26163378982457
"SD_absent",0.00904666975714467,0.0115804791643062,0.0114007968775514,0.0144905889447906
"SD_present",0.00904666975714467,0.0115804791643062,0.0114007968775514,0.0144905889447906
"post.theta_absent",1779.56753269854,1081.56753269854,1098.56753269854,678.567532698536
"post.theta_present",709.444636801086,420.444636801086,392.444636801086,240.444636801086
"opt.theta_absent",67.5675326985358,NA,NA,NA
"opt.theta_present",25.4446368010856,NA,NA,NA
"max.spread_absent",1.49949578364294,NA,NA,NA
"max.spread_present",1.49949578364294,NA,NA,NA
