"","AA","AB","BA","BB"
"EV_absent",0.724451832993735,0.76839108053142,0.720891098559077,0.718718056738426
"EV_present",0.275548167006265,0.23160891946858,0.279108901440923,0.281281943261574
"SD_absent",0.0123698242934916,0.0199620726422156,0.0077771571117416,0.0134254758848942
"SD_present",0.0123698242934916,0.0199620726422156,0.0077771571117416,0.0134254758848942
"post.theta_absent",944.401081314105,342.401081314105,2397.4010813141,805.401081314105
"post.theta_present",359.206747810226,103.206747810226,928.206747810226,315.206747810226
"opt.theta_absent",30.4010813141051,NA,NA,NA
"opt.theta_present",11.2067478102259,NA,NA,NA
"max.spread_absent",2.21718533192737,NA,NA,NA
"max.spread_present",2.21718533192737,NA,NA,NA
