"","AA","AB","BA","BB"
"EV_absent",0.775750423747528,0.735063396554291,0.770965294657323,0.741438854684705
"EV_present",0.224249576252472,0.264936603445709,0.229034705342677,0.258561145315295
"SD_absent",0.0111206085109311,0.0153670178521289,0.0084199351459098,0.0112095197348367
"SD_present",0.0111206085109311,0.0153670178521289,0.0084199351459098,0.0112095197348367
"post.theta_absent",1090.45996003371,605.459960033708,1919.45996003371,1130.45996003371
"post.theta_present",315.224041743395,218.224041743395,570.224041743395,394.224041743395
"opt.theta_absent",40.4599600337081,NA,NA,NA
"opt.theta_present",13.2240417433948,NA,NA,NA
"max.spread_absent",2.17300595606979,NA,NA,NA
"max.spread_present",2.17300595606979,NA,NA,NA
