"","AA","AB","BA","BB"
"EV_absent",0.750428366698044,0.762265968692376,0.764096293355909,0.800916275241664
"EV_present",0.249571633301956,0.237734031307624,0.235903706644091,0.199083724758336
"SD_absent",0.00802592301755999,0.00972407960673622,0.0148584211220144,0.0167184867509499
"SD_present",0.00802592301755999,0.00972407960673622,0.0148584211220144,0.0167184867509499
"post.theta_absent",2181.0937253606,1460.0937253606,623.093725360601,456.093725360601
"post.theta_present",725.371198077223,455.371198077223,192.371198077223,113.371198077223
"opt.theta_absent",34.0937253606015,NA,NA,NA
"opt.theta_present",10.3711980772227,NA,NA,NA
"max.spread_absent",2.72242935538404,NA,NA,NA
"max.spread_present",2.72242935538403,NA,NA,NA
