"","AA","AB","BA","BB"
"EV_absent",0.71221197758935,0.719826004842132,0.730287611804071,0.729341070339748
"EV_present",0.28778802241065,0.280173995157867,0.269712388195929,0.270658929660252
"SD_absent",0.0109180351497586,0.0184034833190658,0.00783762084756793,0.0148640808483362
"SD_present",0.0109180351497586,0.0184034833190658,0.00783762084756793,0.0148640808483362
"post.theta_absent",1223.91042999043,427.91042999043,2340.91042999043,650.91042999043
"post.theta_present",494.553269725832,166.553269725832,864.553269725832,241.553269725832
"opt.theta_absent",68.9104299904301,NA,NA,NA
"opt.theta_present",26.553269725832,NA,NA,NA
"max.spread_absent",1.3449199905316,NA,NA,NA
"max.spread_present",1.3449199905316,NA,NA,NA
