"","00","01","10","11"
"EV_n",0.72428582536926,0.721112139265316,0.732321971796341,0.723866109009518
"EV_y",0.27571417463074,0.278887860734685,0.267678028203659,0.276133890990483
"SD_n",0.00895398471436875,0.00983583731987569,0.0136714315810515,0.0146621453848016
"SD_y",0.00895398471436875,0.00983583731987569,0.0136714315810515,0.0146621453848016
"post.theta_n",1803.31656940579,1498.31656940579,767.316569405788,672.316569405788
"post.theta_y",686.46923923738,579.46923923738,280.46923923738,256.46923923738
"opt.theta_n",93.3165694057884,NA,NA,NA
"opt.theta_y",35.4692392373798,NA,NA,NA
"max.spread_n",0.665589405725597,NA,NA,NA
"max.spread_y",0.665589405725603,NA,NA,NA
