"","AA","AB","BA","BB"
"EV_absent",0.592316391946457,0.542460949177935,0.586371769411854,0.558638024603334
"EV_present",0.407683608053543,0.457539050822065,0.413628230588146,0.441361975396666
"SD_absent",0.00976203332604992,0.0217028862109992,0.00917379646179582,0.0311599416239533
"SD_present",0.00976203332604992,0.0217028862109992,0.00917379646179582,0.0311599416239533
"post.theta_absent",1500.30223578718,285.302235787176,1689.30223578718,141.302235787176
"post.theta_present",1032.63836181627,240.63836181627,1191.63836181627,111.63836181627
"opt.theta_absent",23.3022357871761,NA,NA,NA
"opt.theta_present",17.6383618162704,NA,NA,NA
"max.spread_absent",2.09500217882917,NA,NA,NA
"max.spread_present",2.09500217882917,NA,NA,NA
