"","AA","AB","BA","BB"
"EV_absent",0.57182788827513,0.574747047223715,0.617029442814641,0.590273538589672
"EV_present",0.428172111724871,0.425252952776285,0.382970557185359,0.409726461410328
"SD_absent",0.0116093531777852,0.0107534310254705,0.0145277185088281,0.0140244412253881
"SD_present",0.0116093531777852,0.0107534310254705,0.0145277185088281,0.0140244412253881
"post.theta_absent",1038.2306920697,1214.2306920697,690.230692069696,725.230692069696
"post.theta_present",777.404245221367,898.404245221367,428.404245221367,503.404245221367
"opt.theta_absent",36.2306920696959,NA,NA,NA
"opt.theta_present",25.4042452213673,NA,NA,NA
"max.spread_absent",2.43064189863309,NA,NA,NA
"max.spread_present",2.43064189863309,NA,NA,NA
