"","00","01","10","11"
"EV_n",0.586369385295357,0.575456502244026,0.580888498467421,0.599711468078327
"EV_y",0.413630614704643,0.424543497755974,0.419111501532579,0.400288531921673
"SD_n",0.00855939590810722,0.0200366813754966,0.0109606041185023,0.0249532880285805
"SD_y",0.00855939590810722,0.0200366813754966,0.0109606041185023,0.0249532880285805
"post.theta_n",1940.60799008892,349.607990088916,1176.60799008892,230.607990088916
"post.theta_y",1368.92357611218,257.923576112177,848.923576112177,153.923576112177
"opt.theta_n",43.6079900889159,NA,NA,NA
"opt.theta_y",30.9235761121771,NA,NA,NA
"max.spread_n",0.757917655493665,NA,NA,NA
"max.spread_y",0.757917655493669,NA,NA,NA
