"","AA","AB","BA","BB"
"EV_absent",0.58490291633982,0.583383313396081,0.565659551513167,0.627131312007115
"EV_present",0.41509708366018,0.416616686603919,0.434340448486833,0.372868687992885
"SD_absent",0.00839177480477652,0.0125968678756268,0.0170954148458024,0.0249490097609788
"SD_present",0.00839177480477652,0.0125968678756268,0.0170954148458024,0.0249490097609788
"post.theta_absent",2015.96797168312,892.967971683117,474.967971683117,234.967971683117
"post.theta_present",1430.70311742438,637.703117424377,364.703117424377,139.703117424377
"opt.theta_absent",23.9679716831171,NA,NA,NA
"opt.theta_present",16.7031174243766,NA,NA,NA
"max.spread_absent",2.03251994834036,NA,NA,NA
"max.spread_present",2.03251994834037,NA,NA,NA
