"","AA","AB","BA","BB"
"EV_absent",0.722088620437498,0.73308231646491,0.706781577514197,0.730567084292643
"EV_present",0.277911379562502,0.26691768353509,0.293218422485803,0.269432915707357
"SD_absent",0.0144926783331493,0.011091941494957,0.0117446723789872,0.00912800291071527
"SD_present",0.0144926783331493,0.011091941494957,0.0117446723789872,0.00912800291071527
"post.theta_absent",689.184076190503,1165.1840761905,1061.1840761905,1725.1840761905
"post.theta_present",265.247356024758,424.247356024758,440.247356024758,636.247356024758
"opt.theta_absent",68.1840761905032,NA,NA,NA
"opt.theta_present",26.2473560247583,NA,NA,NA
"max.spread_absent",1.62807313430398,NA,NA,NA
"max.spread_present",1.62807313430398,NA,NA,NA
