"","00","01","10","11"
"EV_n",0.587272008425577,0.596736806355554,0.582790291299291,0.569805112038092
"EV_y",0.412727991574423,0.403263193644446,0.417209708700709,0.430194887961908
"SD_n",0.0101878102093338,0.021403487900941,0.00921028357853759,0.0197678884606894
"SD_y",0.0101878102093338,0.021403487900941,0.00921028357853759,0.0197678884606894
"post.theta_n",1370.86543159543,312.865431595432,1669.86543159543,356.865431595432
"post.theta_y",963.42840827376,211.42840827376,1195.42840827376,269.42840827376
"opt.theta_n",46.8654315954317,NA,NA,NA
"opt.theta_y",33.4284082737601,NA,NA,NA
"max.spread_n",0.92435938733548,NA,NA,NA
"max.spread_y",0.92435938733548,NA,NA,NA
