"","AA","AB","BA","BB"
"EV_absent",0.739207174438668,0.723388840675076,0.689462998985036,0.716374693080363
"EV_present",0.260792825561333,0.276611159324924,0.310537001014964,0.283625306919637
"SD_absent",0.00871732579903315,0.00973855852776644,0.015502766258002,0.0169064640735112
"SD_present",0.00871732579903315,0.00973855852776644,0.015502766258002,0.0169064640735112
"post.theta_absent",1874.5205394338,1525.5205394338,613.520539433798,508.520539433798
"post.theta_present",661.33220152107,583.33220152107,276.33220152107,201.33220152107
"opt.theta_absent",38.5205394337982,NA,NA,NA
"opt.theta_present",15.3322015210699,NA,NA,NA
"max.spread_absent",2.79687940430641,NA,NA,NA
"max.spread_present",2.7968794043064,NA,NA,NA
